CAP;Cell;Citta;Email;IBAN;Indirizzo;NoteCliente;PartitaIVA;PersonaRiferimento;Proprietario;ProssimaVisita;ProssimoRecall;RagioneSociale;SDI;TMK;Telefono;UltimaVisita;UltimoRecall;﻿ClienteID;RowID
26013;;CREMA;elena@immobiliarepoledri.it;;VIA BUSO 7;20/12/2022 chimo per auguri di natale, stanno aspettando una risposta per un pagamento, chiedo a mariateresa ha girato tutto a claudia - aprile 2023 chiamo un paio di volte per vistita cortesia, ma non possono mai - 28/07/2023 tento chiamata per saluti ma non risponde nessuno - 13/10/2023 provo a proporre visita di cortesia ma non riescono - 21/02/2024 provo  fissare visita di cortesia ma niente, Poledri e via per lavoro, comunque tutto bene - 18/07/2024 ennesimo tentativo di visita di cortesia andato male, si scusano e ci risentiamo a settembre - 30/09/2024 ci provo ancora ma niente da fare - 19/12/2024 auguri di natale apprezzati;;SIG.RA ELENA;fabio;;;STUDIO IMMOBILIARE POLEDRI;;;37387107;14/09/2022;21/02/2024;260;260
26900;;LODI;geom.maenza@studiomaenza.it - francesca@studiomaenza.it;;VIA XX SETTEMBRE 37;PASSATO A LELE 18/3/24;;SIG.RA FRANCESCA;fabio;;;STUDIO MAENZA SRLS;;;371420934;22/01/2025;;261;261
21047;;SARONNO;a.brianza@mascheronibrianza.it;;VIA SOLFERINO 10 - SEDE LEGALE: CORSO UNITA' D'ITALIA 10 CANTU';Scrivi qui le tue note...;1365110137;DOTT.ALESSANDRO BRIANZA;fabio;;;STUDIO MASCHERONI E BRIANZA;SUBM70N;;29602833;;;262;262
27029;;VIGEVANO;st.sozzani@libero.it;;VIA GALILEO GALILEI N 8;cliente arrivato da s.a.v.a. 28/7/25 b.v.;1510010182;DOTT.SSA DANIELA SOZZANI;fabio;;;STUDIO SOZZANI DOTT.SSA DANIELA;SU9YNJA;;0381 83813;;28/07/2025;263;263
28021;;BORGOMANERO;vicario.antonioli@gmail.com;;VIALE KENNEDY 32;8/10/21 chiedo per l'offerta in sosspeso ma ha spese impreviste di famiglia e sta attendendo---6/4/22 prendo app---22/12/22 auguri---1/8/23 b.v.---22/11/23 preso app.---29/3/24 saluti--1/8/24 b.v.---18/12/24 stanno attenddendo riscontro per problema tecnico---17/4/25 tento app;;SIG.VICARIO;fabio;;;STUDIO TECNICO VICARIO- ANTONIOLI;;;322844055;11/07/2025;01/07/2025;264;264
27100;;PAVIA;info.svedilcostruzoni@gmail.com;;PIAZZALE CROSIONE 16;30/1/23 sentiti per offerta---1/8/23 n.r.---10/1/24 N.R.---11/1/24 saluti tutto ok---18/6/24 app;;SIG.MATTEO SIMARI;fabio;;;SV EDILCOSTRUZIONI SRLS;;;3518411512;;18/06/2024;265;265
20093;;Cologno Monzese;guzzetti@sididisinfestazione.com;;Via U.Giordano 38;12/7 in visita---23/12/19 AUGURI!11/6/20 tutto ok---18/12/20 auguri---20/4 app---28/7/21 buone vacanze---26/10/21 TUTTO OK---14/4/22 saluti auguri tutto ok---1/8/23 n.r.10/1/24 SALUTI---8/7/24 preso app---19/12/24 b.n-30/725;;SIG. GUZZETTI(sig.ra rosanna);fabio;;;Sidi Snc di Iozzo Antonio & C.;;;224412898;16/07/2024;30/07/2025;266;266
20040;;Busnago;gianlucastia@gmail.com;;Via delle Industrie 2/6;11/2018 tutto ok--- chimato per macchinari nuovo capannone... dice dopo l'estate---9/19 contratti---23/12/19 auguri---9/1/20 preso app09/07/2020 inviata mail x chiedere fattura trimestre uscito erroneamente societa finanziaria---18/12/20 auguri---14/4/21 tutto ok---28/7/21 buone vacanze---2/11/21 cerco app. non puo ci sentiamo x sett. prox---28/6/22 in visita---16 DICEMBRE 22 IN VISITA---15/6/23 APP---10,1,24 N.R.11/1/24 saluti tutto ok---14/6/24 app---19/12/24 b.n.9/6/25 app;;SIG.STUCCHI sig.ra veronica;fabio;;;Stia Metalworks Srl;;;396926753;23/10/2025;23/10/2025;267;267
;;PIANEZZA;"villani@studio-brunovillani.it; segreteria.pianezza2@stcorporate.it";;VIA IV NOVEMBRE 2/BIS;15/05: fissare app. per visita di cortesia.13/9:ok inviata mail.. Dr Villani non presente richiamare tra qualche giorno..20/9: Non ci hanno risposto ne al tel.Ne x mail.21/9: inviata altra mail.24/9:non presente Rag. Villani, inviata un'altra mail.25/9: inviata ancora mail in risposta al Rag. Villani..Il quale non potra riceverci prima della meta di Ottobre.appunt. 22/10 ore 10,30..  05/03 fatto su ski memo per maurizio per visita cort. 21/02/20 era fuori ufficio richiamare lunedi  04/03/20 richiamare lunedi 09/03/20 e mi fa sapere per app. 12/02/21 fatto due tel. x chiedere app. e alla fine mi ha detto di mandare una richiesta con email a: v.zabarino@studio-villani.it 10/03/21 ha detto che hanno disposizione che x il mese di marzo non ricevono nessuno ha detto di risentirci ad aprile  26/04/21 ha detto di rimandare email x richiesta appuntamento   21/01/22 maurizio ha fatto offerta sentire se hanno valutato------richiamare sett. pross. non hanno ancora valutato---21/6/22 l'impiegata mi dice che il rag. non puo . casomai ci sono le impiegate. ---7/11/22 tento app. ma impiegata mi dice che non hanno tempo. gentile ma decisa---2/2/23 hanno offerta in mano. non l'hanno guardata cercoi app per fabio---28/2/23 impiegata mi deve richiamre per app. prox sett.4/5/23 chiamo per app ma non possono riceverci. dice a settembre---1/8/23 b.v.9/1/24 saluti tutto ok---1/8/24 b.v.---19/12/24 b.n.---28/7/25;;RAG. VILLANI;fabio;;;Studio BRUNO VILLANI SAS di Villani Savino & C.;;;"011 994 3761;011-9677997";;;268;268
27029;;Vigevano;paolo@studio-ratti.it;;Via Boldrini 17;*;;SIG.PAOLO RATTI;fabio;;;Studio Ratti Sas FINDATA;;;038170352-340/8054006;;;269;269
20123;;Milano;info@studiosilvaconfalonieri.com;;Via San Vittore 45;11/2018 tutto ok - preso accordo verbale con Fabio x ritiro toner usato Xerox---29/3/19 sentiti per cercare app x sostituire macchina ma non possono sono presissisimi 29/3 il dott. Aveva parlato con fabio x sostituire una macchina...la sig.ra erika mi dice che sono troppo presi chiamre a fine maggio---28/5/19 la macchina scade nel 21 dice che ci chiameranno sicuramente non chiedelo piu--- il dott. confalonieri chiama fabio per macchina... va app. mandata offerta . 8/7/19 erika e in ferie ---18/7 mi dicee che l'offerta e ancora sulla scrivania e che ci chiameranno loro.---5/9/19 parlo con ertica dice che il dottore non ha a ncora fatto sapere nulla.---13/12/19 preso app piu auguri---28/7/20 chiama colgo l'occasione x saluti estivi---18/12/20 auguri--- 14/4/21 contratto+---28/7/21 buone vacanze!!! erika mi da del tu si ricorda che ho 2 figlie(!) le i ha 2 figli maschi , uno inizia le medie---19/10/21 sottoscrivono contratto---13/4/22 SALUTI A ERIKA TUTTO OK---22/12/22  ---4/1/23 mi risponde impiegata che il dott rientra il 10/1---26/5/23 PRESO APP---8/1/24 chiamo erika x sollecitare modulo chiusura ctr---7/6/24 tento app non c'e---18/12/24 n.r.19/12 b.n.---28/7/25 b.v.;;erika SIG.CONFALONIERI;fabio;;;Studio Silva Confalonieri Srl;;;248006565;13/06/2024;28/07/2025;270;270
22074;;LOMAZZO;r.dubini@tecnografica.ws;;VIA DEGLI ARTIGIANI 4;9/2/21 cerco app. Per saluti... non possono ---15/2/21 fabio va all'app e per la seconda volta non si presenta. Per la prossima volta mandare mail di conferma app.26/10/21 saluti ,qualche malfunzionamento riferisco ad andrea dice che ci pensa lui.---13/4/22 SALUTI TUTTO OK---1/8/23 b.v.---10/1/24 SALUTI---1/8/24 b.v.---7/11/24 saluti + telemarketing - 01/04/2025 ARRIVATA DISDETTA---14/5/25 PARLO CON CRISTINA VIGANo  PER SAPERE SE LE INTERESSA L'OFFERTA DI FABIO PER CONTINUARE CON QUELLO CHE HANNO... DICE CHE NONL'HA RICEVUTA---25/8/25 fabio mi dice di considerarlo chiuso;;SIG.RA MOLTENI - sig.ra raffaella - sig.laura;fabio;;;TECNOGRAFICA;;;296779218;;;271;271
26816;;OSSAGO LODIGIANO;martina.granata@tecrasrl.it;;VIA LODI 11;sorella di simone granata di officine muzza 1/8/24 n.r.---7/11/24 saluti marketing---30/7/25 B.V.;6318890966;SIG.RA MARTINA GRANATA;fabio;;;TECRA SRL;USAL8PV;;37187083;16/01/2024;30/07/2025;272;272
20148;;MILANO;"SEGRETERIA@TKCS.IT;L. A. Biosa TEKNEMA <l.biosa@TKCS.IT>";;VIALE CAPRILLI 11;30/5/19 n.r.31/5/19 C'e SOLO POMERIGGIO---18/11/19 chiedo a manu telefonata di cortesia. 20/11/2019 M tutto ok mi dice che sta chiudendo un contratto con Grenke x dei telefoni....(VERIFICATO NON e UN NOSTRO CONTRATTO) --- 10/11/20 mi chaima per avvisarmi che hanno pagato in ritardo una fattuta(avvisata mati) e se puo avere copia del contratto ipad di marzi--18/12/20 auguri---vigali figlio(ha fatto aggiustare pc 333/1611180---24/3/21 telefonata di saluti---28/7/21 buone vacanze+ cerco biosa perche ha contattato ns tecnico per problema pc---26/10/21 la sento praticamente tutte le settimane--15/4/22 auguri e invio fattura--- sett. 22 la cerco app. ---23/9/22 elena mi dice che ci chiama lei --22/12/22 auguri---18/1/23 parlo con elena per scadenza ctr meraki al 1/4/23 , chiedo a claudia e non e necessario dare disdetta anticipata ma nel momento in cui scade il ctr devono restituirci i beni. le ho detto di farci sapere entro i primi di marzo cosa intendono fare. metto promemoria si click up---2/8/23 b.v.---10/1/24 SALUTI 7/24 sempre in contatto---18/12/24 auguri--31/3/25 app---28/7/25 B.V.;12139190156;sig. Biosa/(marzi vignali titolari) ELENA;fabio;;;TEKNEMA CONSULTING;SUBM70N;;02/40095161 - 3478617115 SILVY;31/03/2025;28/07/2025;273;273
20138;;MILANO;lovati@teknomedia.eu;;VIA ORESTE SALOMONE 43;... FATTO CONTRATTO.---21/11/19 non c'e--23/12/19 auguri--- post covid 5-6-/20 non riesco a parlargli---31/7/20 saluti estivi---18/12/20 auguri---22/3/21 app---28/7/21 buone vacanze--4/10/21 offerta---7/2/22 offerta riscatto loro pc probook 450 g5---13/4/22 manda mail per verifica chiusura ctr. lo chiamo per dirgli che dovrebbe essere tutto  aposto ma attendiamo conferma dalla finanziaria---22/12/22 auguri---1/8/23 b.v.---10/1/24 SALUTI--- 6/2/24 verifico con claudia: per ctr in scadenza 31/5/24 e 1/5/24 il cliente ha dato disdetta---1/8/24 b.v.18/12/24 b.n.26/2/25 app---28/7/25 B.V.;;LOVATI;fabio;;;TEKNOMEDIA;;;02/45497466;26/02/2025;28/07/2025;274;274
20158;;MILANO;colella@telelombardia.it;;VIA COLICO 21;NON RIESCO A CONTATTARE COLELLA---23/12/19 niente----cecato piu volte ---- 29/9/20 non risponde neanche il centralino---26/10/21 app---13/4/22 risponde collega auguri saluti tuttto ok--- ultima visita ott. 22--2/8/23 non c'e colella lascio detto b.v.---11/1/24 n.r.27/5/2024 app---18/12/24 auguri  28/7/25 B.V BAREGGI---9/10/25 CERCO APP.;;Colella - FILIPPO BAREGGI;fabio;;;TELELOMBARDIA MEDIAPASON SPA;;;02/393521;06/06/2024;28/07/2025;275;275
21055;;Gorla Minore;sonia@ttinternational.it;;Via G. di Vittorio 3;11/2018 in alto mare con gestionale - cambio dati bancari inviare nuovo Sepa---29/5/19 tutto ok---27/9/19 preso app---23/12/19 auguri---31/7/20 saluti estivi---18/12/20 ---22/3/21 saluti---28/7/21 buone vacanze -- 6/4/22 VUOLE PASSARE PER SALUTI HA SUBITO UN INTERVENTO e ASSENTE--22/12/22 auguri---22/5/23 CERCO APP. SONIA MI RICHIAMA DOMANI X DARMELO PERCHE' SERVONO PC---13/7/23 ctr---11/1/24 saluti---1/7/24 prendo app ma poi lo disdice. ---18/12/24 auguri---19/2/25 sono presissimi non mi danno app.17/4/25 tento app---11/7/25 preso app..;;SIG.MILINI MASSIMO(sonia );fabio;;;TT International Srl;;;331544628;11/07/2025;11/07/2025;276;276
20008;;Bareggio;c.cantagalli@tubi-italflex.it;;VIA MONTENERO 35;*;;SIG. CANTAGALLI 02/93158821(diretto);fabio;;;TUBI ITALFLEX;;;02/9315881;;;277;277
20057;;ASSAGO;ilaria.quadrante@ubisoft.com;;VIA DEL BOSCO RINNOVATO 6;APRILE 23 TENTO APP---11/1/24 cerco app---il n. non suona---24/10/25 n.r.;;SIG.RA ILARIA;fabio;;;UBISOFT STUDIOS SRL;;;3409378891;;24/10/2025;278;278
20059;;CASARILE;giannibove1@gmail.com;;VIA DELL'ECOLOGIA 15/17;25/8/25 fabio mi dice di considerarlo chiuso;2667540187;SIG.GIANNI;fabio;;;VA.NI.JE SRLS(car lady);T9K4ZHO;;0284192686 MERCATINO - GIANNI 3929047841;09/10/2024;;279;279
;;SEGRATE;giovanna@vanigliamilano.com;;VIA GIOVANNI PASCOLI 4;11/1/24 in visita---23/7/24 app---18/12/24 in visita;7035050967;SIG.RA GIOVANNA;fabio;;;VANIGLIA SRL;M5UXCR1;;270208343;16/12/2024;28/07/2025;280;280
;;;;;;Scrivi qui le tue note...;;;fabio;;;VELATRANS - VENTRICE TRASPORTI;;;;;;281;281
20010;;PREGNANA MILANESE;velatrans@libero.it;;VIA ADRIANO OLIVETTI 54/56;vedi ventrice;;SIG.FRANCESCO/SIG.PASQUALE;fabio;;;VELATRANS SRL;;;3453242213 FRANCESCO - 3463254501 PASQUALE;;;282;282
20006;;Pregnana Milanese;ventricetrasporti@libero.it;;54/56 Via Olivetti;11/2018 tutto ok---31/5/19 tutto ok---23/7 preso app da confermare---27/9/19 firm a contratti---23/12/19 N.R.---27/1/20 parlo con giovanna che mi dice che aspettava l'intervento di federico perche la macchina non esegue scansioni e fa fotocopie al contrario---8/10/20 venduto dominio velatransport--- 18/12/20consegnamo applewhatc e auguri---14/4/21 saluti tutto ok giovanna non c'e---26/10/21 N.R.11/4/22 offerta---2/8/22 n.r.1/2/23 in visita---1/8/23 n.r.---17/11/23 preso app per fabio---5/3/24 app---30/7/24 b.v.  19/12/24 b.n.---30/7/25 N.R.;7831350967;SIG.RA GIOVANNA;fabio;;;VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;;0293290485 - 3475456092 GIOVANNA;;;283;283
21050;;GORLA MAGGIORE;coppola.a@veripack.it;;VIA DELLA PACCIARNA 2;02/08/2022 n.r.1/9/22 app---27/9/22 HANNO IN MANO OFFERTA. LE CHIEDO SE HANNO DECISO MA MI RISPONDE CHE CI FARA' SAPERE---giugno 23 in contatto per stampanti 3d--22/11/23-non c'e--30/11 non puo---24/5/24 APP.---7/11/24 chiamo per app ---18/12/24 auguri---5/3/25 chiamo per app---14/3/25 post. App. capannone non pronto risentirci a fine giugno---25/6/25 mi dice che sono in ritardo... riprovare meta luglio---28/7/25 NON SI PRESENTA ALL'APP. RIDATARE X SETTEMBRE;3672790122;SIG.RA ANGELA;fabio;;;VERIPACK SRL;;;296671243;28/07/2025;25/06/2025;284;284
**;;**;"verosald@gmail.com;amministrazione@verosald.it";;SEDE LEGALE: VIA DESIO 82 BOVISIO MASCIAGO- SEDE OPERATIVA :VIA SANT'AMBROGIO 19 20811 CESANO MADERNO;cliente passato da prati---1/8/23 n.r.---10/1/24 SALUTI-- 19/12/24 b.n.---28/7/25 chiamo per b.v. non risponde ne fisso ne cell;12549270960;SIG.RA VERONICA(sig.verzin);fabio;;;VEROSALD;USAL8PV;;039/9340248   --  3293331905;;28/07/2025;285;285
20122;;Milano;alma.invernizzi@videorights.it;;Via Merlo 4;*;;roberta bonuccelli 3357835920(alma invernizzi);fabio;;;VIDEORIGHTS;;;240320900;;;286;286
20125;;MILANO;ordini@clinicavillaarbe.com;;VIA ARBE 50;26/7/23 CHIAMA IL SIG. GIUSEPPE CHE A QUANTO PARE SOSTITUISCE IL SIG. BECCU. FACCIAMO OFFERTA ---16/4/24 chiamo per saluti. Il Sig. Beccu mi dice che sono stati assorbiti ma che non hanno cambiato ragione socile. Che la macchina a roma non la vogliono piu perche non e stat assorbita la filiale romana.... mando mail con proposta sconto---23/4/24 fabio mi informa che e stato contattato da marco sforza di roma 345 8799606 e che siamo in attesa di sapere cosa decidono---1/8/24 b.v.-- 27/8/24 e necessario sostituire  la 5690 perche non saranno piu disponibili i consumabili. fabio decide di attendere fine anno per intervenire sul cliente.(messo in nota su extractor)---30/1/25 PRESO APP X SOSTITUZIONE MACCHINA--24/10/25 tmk;;393 7096306(SIG.LUCA BECCU);fabio;;;VILLA ARBE SRL;;;250048803;03/02/2025;24/10/2025;287;287
;;SARONNO;fornitori@vitaaltop.it;;VIA ARCHIMEDE 329/331;22/12/22 auguri---2/8/23 b.v.---11/1/24 saluti---11/1/24 saluti tutto ok---11/1/24 saluti---20/5/24 tento app---14/6/24 tento app. lui non c'e20/6/24 in visita---18/12 b.n.---9/7/25 IN VISITA---29/7/25 tel per cons.install.;;pierluigi pianese;fabio;;;VITA AL TOP;CRRH6B9;;342 3032040-02/96702264;09/07/2025;29/07/2025;288;288
20875;;Burago Di Molgora;bertoncelli@verniciaturamoderna.it;;7 Via dell'Industria;11/2018 tutto ok - 25/01/2019 toner inceppato? Chiamata Xerox (toner si sciolgono x temperature alte non inserire troppi cubetti di cera) richiamare x accertarsi che problema risolto--8/11/19 lui non c'e impiegata dice di richaimare ma che tutto ok 30/9/20 telefona perche non va bene l'8880 prendo app. x fabio---18/12/20 auguri---22/3/21 saluti tutto ok--28/7/21 buone vacanze---28/10/21 tutto ok---14/2/22 app---2/8/22 n.r.26/9/22 cerco app. impiegata mi richiamera---9/1/23 FABIO MI COMUNICA CHE HANNO DATO DISDETTA PER QUESTO CTR .(segue claudia/manu)---2/8/23 b.v.---1/3/24 ctr--1/8/24 b.v.---18/12 b.n.;;SIG.BUCCI;fabio;;;Verniciatura Moderna Srl;;;39668191;08/07/2025;07/07/2025;289;289
20080;;ZELO SURRIGONE;;;VIA CARDUCCI 15;21/12/22 invisita;;SIG.RA ROBERTA;fabio;;;WATERCOLORS;;;3456491377;05/12/2024;;290;290
21053;;CASTELLANZA;yvettebeautymanager@gmail.com;;VIA MARCONI 6;presentata da bragagnolo --- chiamare per auguri;3939240127;SIG.RA YVETTE;fabio;;;YVETTE LIGUORI;KRRH6B9;;3756117386;;;291;291
20121;;MILANO;enrico.zanfagna@studiozanchi.it;;VIA MARINA 6;13/5/21 cerco app. x fabio... la zanoni e molto presami richiameranno---28/7/21 buone vacanze.---2/8/22 saluti impiegata---22/12/22 auguri---2/8/23 b.v. 19/9/23 x intervento tecnico---11/1/24 saluti---14/6/24 ctr--18/12/24 auguri---9/1/25 preso app---28/7/25 B.V.;;DOTT.SSA ELENA ZANONI,SIG.TOGNO,SIG. ZANFAGNA;fabio;;;ZANCHI & ASSOCIATI;;;276002342;14/01/2025;28/07/2025;292;292
20146;;MILANO;antonio.zito@studioazito.com>;;VIA PRIVATA DELLE STELLINE 1;*;10865020159;SIG.ANTONIO ZITO;fabio;;;ZITO ANTONIO;;;02/38248714;;;293;293
20123;;MILANO;hello@carloecamillainduomo.it;;Via Victor Hugo. 4.;"28/6 mandata offerto toner--- parlo con alessandra mi dice che decide tutto ""galleria""(?) che comunque al momento non e a conoscenza che manchi nulla. ---15/1/20 ci sentiamo pei i toner.12/12/23 auguru";;sig.ra Veronesi alessandra 3460929697 Laura Cicogna.jessica;fabio;;;carlo & Camilla;;;02/8373963 Laura;;;294;294
;;TORINO;g.astegiano.acta@gmail.com;;VIA INVORIO 4;Scrivi qui le tue note...;;SIG. ASTEGIANO;fabio;;;ACTA SNC DI BELLINO LUCA MARIA E C.;;;011 779 2693;01/12/2022;28/07/2025;295;295
;;TORINO;info@grandhotelsitea.it;;VIA CARLO ALBERTO 35;Scrivi qui le tue note...;;SIG.FABRIZIO MUSSO;fabio;;;GRAND HOTEL SITEA  (seat);;;115170171;21/01/2025;19/12/2024;296;296
20070;;CERRO AL LAMBRO;magnolia.costruzioni@yahoo.it;;VIA FILIPPO TURATI 12;Scrivi qui le tue note...;;ARCH.BETTINELLI;fabio;;;MAGNOLIA SRL - CIT. BETTINELLI UMBI;;;298119922;10/07/2023;;297;297
187;;ROMA;marksf@hotmail.it;;VIA TOSCANA 30;Scrivi qui le tue note...;12629420964;SIG.MARCO SFORZA;fabio;;;MEDFIN4 SRLS  - STUDIO URTIS;M5UXCR1;;06 9451 6397;;30/07/2025;298;298
20123;;MILANO;;;PIAZZA BORROMEO 12;Scrivi qui le tue note...;;;fabio;;;PANTHEON.IT SRL  (FANTE);;;;;;299;299
20021;;BARANZATE;CLAUDIO.COLOMBO@PITTERIVIOLINI.COM;;VIA PRIMO MAGGIO 25/27;Scrivi qui le tue note...;4890520150;COLOMBO CLAUDIO 02/382210350;fabio;;;PITTERI  VIOLINI SPA;0;;02 3822091;07/04/2025;28/07/2025;300;300
20006;;Pregnana Milanese;ventricetrasporti@libero.it;;54/56 Via Olivetti;Scrivi qui le tue note...;7831350967;SIG.RA GIOVANNA;fabio;;;VELATRANS - VENTRICE TRASPORTI SRL (SOC.COOP.TRASPORTI ITALIA);;;0293290485 - 3475456092 GIOVANNA;;;301;301
;;PIANEZZA;"a.marabeti@soccorsotributario.it; claudia@studio-brunovillani.it ;s.cucchiara@studio-brunovillani.it";;VIA IV NOVEMBRE 2/BIS;Scrivi qui le tue note...;;RAG. VILLANI - Dott.ssa Marabeti Annalissa- DSSA CUCCHIARA;fabio;;;SOCCORSO TRIBUTARIO SRL  (stessa sede Studio Villani);;;"011 994 3761-0110241707;011-9677997- 3475665059 (cell d.ssa marabeti Annalisa)";;;302;302
;;;;;;Scrivi qui le tue note...;;;fabio;;;CLAUDIA SCARA;;;;;;303;303
20028;;SAN VITTORE OLONA;info@centroemmea.it;IT82N0301503200000004385294;;;02276590037;;fabio;;;NuovoCliente;SUBM70N;;0331512139;;;304;304
;;;;;;Scrivi qui le tue note...;;;fabio;;;AMANUELA;;;;;;305;305
;;;;;;;;;fabio;;;Aggiornato;;;;;;306;306
20122;;MILANO;s.moi@quickfisco.it;IT70B0200801637000107009013;VIA CHIARAVALLE 11;Scrivi qui le tue note...;11346040964;STEFANO MOI;fabio;;;QUICKFISCO SRL;M5UXCR1;;;;;307;307
20028;;SAN VITTORE OLONA;info@centroemmea.it;IT82N0301503200000004385294;VIA PISACANE 9;Scrivi qui le tue note...;2276590037;DOTT.FOSSATI;fabio;;;FOSSATI DOTTOR ANDREA;SUBM70N;;0331512139;;;308;308
;;;;;;Scrivi qui le tue note...;;;gabriele;;;Cliente;;;;;;1;309
;;;;;;;;;gabriele;;;NuovoContratto;;;;;;2;310
;;;;;;;;;gabriele;;;NuovoCliente;;;;;;3;311
20090;;CESANO BOSCONE;amministrazione@2f-srl.it;;VIA PRIVATA ALZAIA TRIESTE 5;Scrivi qui le tue note...;3419260157;SIG.RA LUANA;gabriele;;;2F SRL;W7YVJK9;;245109691;;;4;312
20096;;PIOLTELLO;"segreteria@3medical.it; ghessalorenzo@hotmail.it";;VIA SAN FRANCESCO 16;Scrivi qui le tue note...;11991430965;SIG.LORENZO GHESSA;gabriele;;;3MEDICAL POLISPECIALISTICO SRL;KRRH6B9;;3275752288;;;5;313
20159;;MILANO;tecnocasaisola@gmail.com;;VIA GARIGLIANO 5;Scrivi qui le tue note...;13179150969;SIG.RA ANTONIA;gabriele;;;A3G SAS DI ANTONIA PESCE & C;SUBM70N;;291443999;;;6;314
28069;;TRECATE;abitinfo@gmail.com;;VIA GIUSEPPE CASSANO 17;Scrivi qui le tue note...;2618680033;SIG.ALBERTO BORGHETTI;gabriele;;;ABITA SRL;W7YVJK9;;3491551250;;;7;315
27100;;PAVIA;e.gandini@acrossevents.com;;Via Bernardino da Feltre, 4;Scrivi qui le tue note...;;DOTT.SSA GANDINI;gabriele;;;ACCROSS EVENTS;;;0382576634 - 3454982784;;;8;316
20863;;CONCOREZZO;danieladorante@adober.it : adobersnc@secmail.it (pec);;VIA OZANAM 27;Scrivi qui le tue note...;;SIG.RA DANIELA ADORANTE;gabriele;;;ADOBER S.n.c.;;;396049105;;;9;317
24060;;COSTA DI MEZZATE (BG);info@aemmeassembly.it;;VIA LANDRI 11;Scrivi qui le tue note...;;SIG.RA FRANCESCA;gabriele;;;AEMME ASSEMBLY Srl;;;035-684410;;;10;318
